== 2024-02-26 16:10:32.246380 == | ================启动Log================
== 2024-02-28 17:15:26.556736 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709111726556, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:16:00.298822 writeLog== | k线完结,{'e': 'kline', 'E': 1709111760261, 's': 'ARPAUSDT', 'k': {'t': 1709111700000, 'T': 1709111759999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168294821, 'L': 168294950, 'o': '0.06907', 'c': '0.06903', 'h': '0.06912', 'l': '0.06902', 'v': '247929', 'n': 130, 'x': True, 'q': '17125.07811', 'V': '72727', 'Q': '5025.92302', 'B': '0'}}
== 2024-02-28 17:16:26.641034 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709111786640, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:17:00.217048 writeLog== | k线完结,{'e': 'kline', 'E': 1709111820168, 's': 'ARPAUSDT', 'k': {'t': 1709111760000, 'T': 1709111819999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168294951, 'L': 168295057, 'o': '0.06904', 'c': '0.06915', 'h': '0.06919', 'l': '0.06901', 'v': '148573', 'n': 107, 'x': True, 'q': '10268.66069', 'V': '131831', 'Q': '9112.06774', 'B': '0'}}
== 2024-02-28 17:17:26.728862 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709111846728, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:18:02.981407 writeLog== | k线完结,{'e': 'kline', 'E': 1709111883000, 's': 'ARPAUSDT', 'k': {'t': 1709111820000, 'T': 1709111879999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168295058, 'L': 168295166, 'o': '0.06916', 'c': '0.06917', 'h': '0.06918', 'l': '0.06911', 'v': '122199', 'n': 109, 'x': True, 'q': '8450.01215', 'V': '74530', 'Q': '5154.31126', 'B': '0'}}
== 2024-02-28 17:18:26.851357 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709111906851, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:19:01.124826 writeLog== | k线完结,{'e': 'kline', 'E': 1709111941055, 's': 'ARPAUSDT', 'k': {'t': 1709111880000, 'T': 1709111939999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168295167, 'L': 168295232, 'o': '0.06919', 'c': '0.06921', 'h': '0.06925', 'l': '0.06918', 'v': '67127', 'n': 66, 'x': True, 'q': '4645.94768', 'V': '24652', 'Q': '1706.33242', 'B': '0'}}
== 2024-02-28 17:19:26.939299 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709111966939, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:20:00.333489 writeLog== | k线完结,{'e': 'kline', 'E': 1709112000310, 's': 'ARPAUSDT', 'k': {'t': 1709111940000, 'T': 1709111999999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168295233, 'L': 168295311, 'o': '0.06921', 'c': '0.06929', 'h': '0.06930', 'l': '0.06919', 'v': '85885', 'n': 79, 'x': True, 'q': '5946.78230', 'V': '69149', 'Q': '4788.19660', 'B': '0'}}
== 2024-02-28 17:20:27.033666 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112027033, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:21:00.128097 writeLog== | k线完结,{'e': 'kline', 'E': 1709112060079, 's': 'ARPAUSDT', 'k': {'t': 1709112000000, 'T': 1709112059999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168295312, 'L': 168295469, 'o': '0.06928', 'c': '0.06900', 'h': '0.06928', 'l': '0.06898', 'v': '169768', 'n': 158, 'x': True, 'q': '11741.72749', 'V': '16315', 'Q': '1129.44671', 'B': '0'}}
== 2024-02-28 17:21:27.152115 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112087151, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:22:00.411586 writeLog== | k线完结,{'e': 'kline', 'E': 1709112120376, 's': 'ARPAUSDT', 'k': {'t': 1709112060000, 'T': 1709112119999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168295470, 'L': 168295648, 'o': '0.06901', 'c': '0.06919', 'h': '0.06923', 'l': '0.06901', 'v': '229811', 'n': 179, 'x': True, 'q': '15885.52742', 'V': '178386', 'Q': '12329.64204', 'B': '0'}}
== 2024-02-28 17:22:27.285442 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112147285, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:23:01.360073 writeLog== | k线完结,{'e': 'kline', 'E': 1709112181276, 's': 'ARPAUSDT', 'k': {'t': 1709112120000, 'T': 1709112179999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168295649, 'L': 168295902, 'o': '0.06918', 'c': '0.06940', 'h': '0.06945', 'l': '0.06912', 'v': '384974', 'n': 254, 'x': True, 'q': '26700.08112', 'V': '317321', 'Q': '22010.69304', 'B': '0'}}
== 2024-02-28 17:23:27.397673 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112207397, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:24:01.559821 writeLog== | k线完结,{'e': 'kline', 'E': 1709112241512, 's': 'ARPAUSDT', 'k': {'t': 1709112180000, 'T': 1709112239999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168295903, 'L': 168296063, 'o': '0.06937', 'c': '0.06944', 'h': '0.06946', 'l': '0.06935', 'v': '159623', 'n': 161, 'x': True, 'q': '11081.45486', 'V': '115342', 'Q': '8007.93476', 'B': '0'}}
== 2024-02-28 17:24:27.469931 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112267469, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:25:01.719839 writeLog== | k线完结,{'e': 'kline', 'E': 1709112301727, 's': 'ARPAUSDT', 'k': {'t': 1709112240000, 'T': 1709112299999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168296064, 'L': 168296133, 'o': '0.06944', 'c': '0.06937', 'h': '0.06944', 'l': '0.06935', 'v': '92606', 'n': 70, 'x': True, 'q': '6426.21487', 'V': '39188', 'Q': '2719.32547', 'B': '0'}}
== 2024-02-28 17:25:27.562387 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112327562, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:26:02.257456 writeLog== | k线完结,{'e': 'kline', 'E': 1709112362198, 's': 'ARPAUSDT', 'k': {'t': 1709112300000, 'T': 1709112359999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168296134, 'L': 168296211, 'o': '0.06938', 'c': '0.06934', 'h': '0.06940', 'l': '0.06934', 'v': '128392', 'n': 78, 'x': True, 'q': '8906.04336', 'V': '76680', 'Q': '5318.94413', 'B': '0'}}
== 2024-02-28 17:26:27.690419 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112387690, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:27:03.009796 writeLog== | k线完结,{'e': 'kline', 'E': 1709112423001, 's': 'ARPAUSDT', 'k': {'t': 1709112360000, 'T': 1709112419999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168296212, 'L': 168296302, 'o': '0.06934', 'c': '0.06927', 'h': '0.06934', 'l': '0.06926', 'v': '116435', 'n': 91, 'x': True, 'q': '8068.13233', 'V': '42791', 'Q': '2964.95542', 'B': '0'}}
== 2024-02-28 17:27:27.814661 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112447814, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:28:03.021744 writeLog== | k线完结,{'e': 'kline', 'E': 1709112483001, 's': 'ARPAUSDT', 'k': {'t': 1709112420000, 'T': 1709112479999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168296303, 'L': 168296373, 'o': '0.06928', 'c': '0.06917', 'h': '0.06928', 'l': '0.06913', 'v': '119680', 'n': 71, 'x': True, 'q': '8280.73744', 'V': '51343', 'Q': '3551.50807', 'B': '0'}}
== 2024-02-28 17:28:27.938646 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112507938, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:29:03.010136 writeLog== | k线完结,{'e': 'kline', 'E': 1709112543001, 's': 'ARPAUSDT', 'k': {'t': 1709112480000, 'T': 1709112539999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168296374, 'L': 168296406, 'o': '0.06916', 'c': '0.06915', 'h': '0.06917', 'l': '0.06913', 'v': '20568', 'n': 33, 'x': True, 'q': '1422.47887', 'V': '14266', 'Q': '986.66482', 'B': '0'}}
== 2024-02-28 17:29:28.059206 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112568058, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:30:00.495547 writeLog== | k线完结,{'e': 'kline', 'E': 1709112600491, 's': 'ARPAUSDT', 'k': {'t': 1709112540000, 'T': 1709112599999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168296407, 'L': 168296420, 'o': '0.06919', 'c': '0.06921', 'h': '0.06921', 'l': '0.06918', 'v': '19412', 'n': 14, 'x': True, 'q': '1343.18176', 'V': '17489', 'Q': '1210.12188', 'B': '0'}}
== 2024-02-28 17:30:28.199124 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112628198, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:31:02.019007 writeLog== | k线完结,{'e': 'kline', 'E': 1709112661991, 's': 'ARPAUSDT', 'k': {'t': 1709112600000, 'T': 1709112659999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168296421, 'L': 168296512, 'o': '0.06922', 'c': '0.06921', 'h': '0.06925', 'l': '0.06921', 'v': '93892', 'n': 92, 'x': True, 'q': '6499.57962', 'V': '46719', 'Q': '3234.14349', 'B': '0'}}
== 2024-02-28 17:31:28.422523 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112688422, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:32:02.286210 writeLog== | k线完结,{'e': 'kline', 'E': 1709112722267, 's': 'ARPAUSDT', 'k': {'t': 1709112660000, 'T': 1709112719999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168296513, 'L': 168296757, 'o': '0.06920', 'c': '0.06942', 'h': '0.06947', 'l': '0.06919', 'v': '631748', 'n': 245, 'x': True, 'q': '43820.97140', 'V': '572409', 'Q': '39708.47183', 'B': '0'}}
== 2024-02-28 17:32:28.533591 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112748533, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:33:02.623406 writeLog== | k线完结,{'e': 'kline', 'E': 1709112782561, 's': 'ARPAUSDT', 'k': {'t': 1709112720000, 'T': 1709112779999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168296758, 'L': 168296861, 'o': '0.06940', 'c': '0.06931', 'h': '0.06941', 'l': '0.06929', 'v': '105787', 'n': 104, 'x': True, 'q': '7336.43933', 'V': '46295', 'Q': '3209.78256', 'B': '0'}}
== 2024-02-28 17:33:28.613935 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112808613, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:34:00.257728 writeLog== | k线完结,{'e': 'kline', 'E': 1709112840197, 's': 'ARPAUSDT', 'k': {'t': 1709112780000, 'T': 1709112839999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168296862, 'L': 168296993, 'o': '0.06932', 'c': '0.06936', 'h': '0.06938', 'l': '0.06932', 'v': '185260', 'n': 132, 'x': True, 'q': '12847.04588', 'V': '103472', 'Q': '7175.64150', 'B': '0'}}
== 2024-02-28 17:34:28.739411 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112868739, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:35:03.041813 writeLog== | k线完结,{'e': 'kline', 'E': 1709112903001, 's': 'ARPAUSDT', 'k': {'t': 1709112840000, 'T': 1709112899999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168296994, 'L': 168297129, 'o': '0.06936', 'c': '0.06940', 'h': '0.06947', 'l': '0.06936', 'v': '196716', 'n': 136, 'x': True, 'q': '13655.77650', 'V': '131987', 'Q': '9163.32844', 'B': '0'}}
== 2024-02-28 17:35:28.825568 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112928825, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:36:00.903532 writeLog== | k线完结,{'e': 'kline', 'E': 1709112960855, 's': 'ARPAUSDT', 'k': {'t': 1709112900000, 'T': 1709112959999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168297130, 'L': 168297196, 'o': '0.06940', 'c': '0.06942', 'h': '0.06943', 'l': '0.06938', 'v': '32442', 'n': 67, 'x': True, 'q': '2251.67999', 'V': '24064', 'Q': '1670.31898', 'B': '0'}}
== 2024-02-28 17:36:28.963187 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709112988962, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:37:03.022238 writeLog== | k线完结,{'e': 'kline', 'E': 1709113023000, 's': 'ARPAUSDT', 'k': {'t': 1709112960000, 'T': 1709113019999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168297197, 'L': 168297251, 'o': '0.06943', 'c': '0.06946', 'h': '0.06947', 'l': '0.06943', 'v': '39763', 'n': 55, 'x': True, 'q': '2761.77427', 'V': '31067', 'Q': '2157.84341', 'B': '0'}}
== 2024-02-28 17:37:29.066163 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113049065, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:38:00.938421 writeLog== | k线完结,{'e': 'kline', 'E': 1709113080923, 's': 'ARPAUSDT', 'k': {'t': 1709113020000, 'T': 1709113079999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168297252, 'L': 168297367, 'o': '0.06945', 'c': '0.06954', 'h': '0.06958', 'l': '0.06945', 'v': '178795', 'n': 116, 'x': True, 'q': '12426.84144', 'V': '162790', 'Q': '11313.84948', 'B': '0'}}
== 2024-02-28 17:38:29.199148 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113109198, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:39:00.174268 writeLog== | k线完结,{'e': 'kline', 'E': 1709113140070, 's': 'ARPAUSDT', 'k': {'t': 1709113080000, 'T': 1709113139999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168297368, 'L': 168297470, 'o': '0.06954', 'c': '0.06955', 'h': '0.06958', 'l': '0.06951', 'v': '172397', 'n': 103, 'x': True, 'q': '11992.68084', 'V': '64397', 'Q': '4479.78974', 'B': '0'}}
== 2024-02-28 17:39:29.331763 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113169331, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:40:01.034578 writeLog== | k线完结,{'e': 'kline', 'E': 1709113201014, 's': 'ARPAUSDT', 'k': {'t': 1709113140000, 'T': 1709113199999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168297471, 'L': 168297575, 'o': '0.06954', 'c': '0.06954', 'h': '0.06958', 'l': '0.06952', 'v': '70630', 'n': 105, 'x': True, 'q': '4911.89258', 'V': '41482', 'Q': '2885.02547', 'B': '0'}}
== 2024-02-28 17:40:29.422454 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113229422, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:41:00.977646 writeLog== | k线完结,{'e': 'kline', 'E': 1709113260963, 's': 'ARPAUSDT', 'k': {'t': 1709113200000, 'T': 1709113259999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168297576, 'L': 168297689, 'o': '0.06955', 'c': '0.06951', 'h': '0.06957', 'l': '0.06950', 'v': '144550', 'n': 114, 'x': True, 'q': '10050.36956', 'V': '51491', 'Q': '3580.36418', 'B': '0'}}
== 2024-02-28 17:41:29.548018 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113289547, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:42:03.033818 writeLog== | k线完结,{'e': 'kline', 'E': 1709113323001, 's': 'ARPAUSDT', 'k': {'t': 1709113260000, 'T': 1709113319999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168297690, 'L': 168297865, 'o': '0.06953', 'c': '0.06963', 'h': '0.06966', 'l': '0.06953', 'v': '185007', 'n': 176, 'x': True, 'q': '12877.85510', 'V': '127566', 'Q': '8878.17284', 'B': '0'}}
== 2024-02-28 17:42:29.675447 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113349675, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:43:00.280714 writeLog== | k线完结,{'e': 'kline', 'E': 1709113380168, 's': 'ARPAUSDT', 'k': {'t': 1709113320000, 'T': 1709113379999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168297866, 'L': 168298004, 'o': '0.06964', 'c': '0.06972', 'h': '0.06972', 'l': '0.06963', 'v': '127020', 'n': 139, 'x': True, 'q': '8850.10810', 'V': '92743', 'Q': '6462.60290', 'B': '0'}}
== 2024-02-28 17:43:29.805446 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113409805, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:44:03.041728 writeLog== | k线完结,{'e': 'kline', 'E': 1709113443000, 's': 'ARPAUSDT', 'k': {'t': 1709113380000, 'T': 1709113439999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168298005, 'L': 168298062, 'o': '0.06971', 'c': '0.06968', 'h': '0.06975', 'l': '0.06968', 'v': '73025', 'n': 58, 'x': True, 'q': '5091.62786', 'V': '10661', 'Q': '743.39944', 'B': '0'}}
== 2024-02-28 17:44:29.924171 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113469923, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:45:03.032190 writeLog== | k线完结,{'e': 'kline', 'E': 1709113503000, 's': 'ARPAUSDT', 'k': {'t': 1709113440000, 'T': 1709113499999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168298063, 'L': 168298154, 'o': '0.06968', 'c': '0.06970', 'h': '0.06973', 'l': '0.06967', 'v': '105585', 'n': 92, 'x': True, 'q': '7359.24259', 'V': '57477', 'Q': '4006.78609', 'B': '0'}}
== 2024-02-28 17:45:29.997638 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113529997, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:46:03.024761 writeLog== | k线完结,{'e': 'kline', 'E': 1709113563000, 's': 'ARPAUSDT', 'k': {'t': 1709113500000, 'T': 1709113559999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168298155, 'L': 168298223, 'o': '0.06970', 'c': '0.06974', 'h': '0.06977', 'l': '0.06970', 'v': '55945', 'n': 69, 'x': True, 'q': '3901.83276', 'V': '44445', 'Q': '3099.92383', 'B': '0'}}
== 2024-02-28 17:46:30.077249 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113590076, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:47:00.584830 writeLog== | k线完结,{'e': 'kline', 'E': 1709113620473, 's': 'ARPAUSDT', 'k': {'t': 1709113560000, 'T': 1709113619999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168298224, 'L': 168298533, 'o': '0.06974', 'c': '0.06995', 'h': '0.06996', 'l': '0.06974', 'v': '410417', 'n': 310, 'x': True, 'q': '28680.70547', 'V': '320447', 'Q': '22392.08446', 'B': '0'}}
== 2024-02-28 17:47:30.209396 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113650209, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:48:02.078153 writeLog== | k线完结,{'e': 'kline', 'E': 1709113682023, 's': 'ARPAUSDT', 'k': {'t': 1709113620000, 'T': 1709113679999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168298534, 'L': 168298704, 'o': '0.06994', 'c': '0.06993', 'h': '0.06998', 'l': '0.06990', 'v': '186899', 'n': 171, 'x': True, 'q': '13071.51459', 'V': '84481', 'Q': '5909.38565', 'B': '0'}}
== 2024-02-28 17:48:30.349425 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113710349, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:49:03.026953 writeLog== | k线完结,{'e': 'kline', 'E': 1709113743001, 's': 'ARPAUSDT', 'k': {'t': 1709113680000, 'T': 1709113739999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168298705, 'L': 168298775, 'o': '0.06992', 'c': '0.06994', 'h': '0.06995', 'l': '0.06990', 'v': '57694', 'n': 71, 'x': True, 'q': '4034.74052', 'V': '34804', 'Q': '2434.13694', 'B': '0'}}
== 2024-02-28 17:49:30.455759 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113770455, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:50:00.659497 writeLog== | k线完结,{'e': 'kline', 'E': 1709113800575, 's': 'ARPAUSDT', 'k': {'t': 1709113740000, 'T': 1709113799999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168298776, 'L': 168299055, 'o': '0.06994', 'c': '0.06991', 'h': '0.07004', 'l': '0.06991', 'v': '504391', 'n': 280, 'x': True, 'q': '35283.74502', 'V': '143146', 'Q': '10018.24732', 'B': '0'}}
== 2024-02-28 17:50:30.527136 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113830526, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:51:01.166769 writeLog== | k线完结,{'e': 'kline', 'E': 1709113861097, 's': 'ARPAUSDT', 'k': {'t': 1709113800000, 'T': 1709113859999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168299056, 'L': 168299192, 'o': '0.06992', 'c': '0.06992', 'h': '0.06999', 'l': '0.06989', 'v': '142444', 'n': 137, 'x': True, 'q': '9961.96015', 'V': '47233', 'Q': '3303.57870', 'B': '0'}}
== 2024-02-28 17:51:30.617064 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113890616, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:52:03.028217 writeLog== | k线完结,{'e': 'kline', 'E': 1709113923000, 's': 'ARPAUSDT', 'k': {'t': 1709113860000, 'T': 1709113919999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168299193, 'L': 168299280, 'o': '0.06990', 'c': '0.06989', 'h': '0.06995', 'l': '0.06988', 'v': '108161', 'n': 88, 'x': True, 'q': '7561.91143', 'V': '47909', 'Q': '3349.60122', 'B': '0'}}
== 2024-02-28 17:52:30.755982 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709113950755, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:53:03.025715 writeLog== | k线完结,{'e': 'kline', 'E': 1709113983000, 's': 'ARPAUSDT', 'k': {'t': 1709113920000, 'T': 1709113979999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168299281, 'L': 168299348, 'o': '0.06989', 'c': '0.06986', 'h': '0.06992', 'l': '0.06986', 'v': '97847', 'n': 68, 'x': True, 'q': '6837.30626', 'V': '13338', 'Q': '932.54005', 'B': '0'}}
== 2024-02-28 17:53:30.894148 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709114010893, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:54:00.660386 writeLog== | k线完结,{'e': 'kline', 'E': 1709114040615, 's': 'ARPAUSDT', 'k': {'t': 1709113980000, 'T': 1709114039999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168299349, 'L': 168299424, 'o': '0.06987', 'c': '0.06989', 'h': '0.06992', 'l': '0.06986', 'v': '90316', 'n': 76, 'x': True, 'q': '6311.72520', 'V': '49690', 'Q': '3473.17537', 'B': '0'}}
== 2024-02-28 17:54:30.986388 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709114070986, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:55:03.035364 writeLog== | k线完结,{'e': 'kline', 'E': 1709114103001, 's': 'ARPAUSDT', 'k': {'t': 1709114040000, 'T': 1709114099999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168299425, 'L': 168299521, 'o': '0.06987', 'c': '0.06985', 'h': '0.06991', 'l': '0.06981', 'v': '103144', 'n': 97, 'x': True, 'q': '7205.94980', 'V': '34832', 'Q': '2433.84490', 'B': '0'}}
== 2024-02-28 17:55:31.112139 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709114131111, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:56:03.022581 writeLog== | k线完结,{'e': 'kline', 'E': 1709114163001, 's': 'ARPAUSDT', 'k': {'t': 1709114100000, 'T': 1709114159999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168299522, 'L': 168299602, 'o': '0.06984', 'c': '0.06984', 'h': '0.06986', 'l': '0.06980', 'v': '64876', 'n': 81, 'x': True, 'q': '4530.69999', 'V': '16942', 'Q': '1183.33508', 'B': '0'}}
== 2024-02-28 17:56:31.238609 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709114191238, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:57:03.037050 writeLog== | k线完结,{'e': 'kline', 'E': 1709114223001, 's': 'ARPAUSDT', 'k': {'t': 1709114160000, 'T': 1709114219999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168299603, 'L': 168299691, 'o': '0.06984', 'c': '0.06971', 'h': '0.06984', 'l': '0.06971', 'v': '97081', 'n': 89, 'x': True, 'q': '6773.11437', 'V': '12154', 'Q': '847.92828', 'B': '0'}}
== 2024-02-28 17:57:31.351412 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709114251351, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:58:03.033640 writeLog== | k线完结,{'e': 'kline', 'E': 1709114283000, 's': 'ARPAUSDT', 'k': {'t': 1709114220000, 'T': 1709114279999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168299692, 'L': 168299761, 'o': '0.06973', 'c': '0.06983', 'h': '0.06983', 'l': '0.06973', 'v': '118892', 'n': 70, 'x': True, 'q': '8296.79000', 'V': '110668', 'Q': '7722.65135', 'B': '0'}}
== 2024-02-28 17:58:31.479574 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709114311479, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 17:59:03.028911 writeLog== | k线完结,{'e': 'kline', 'E': 1709114343000, 's': 'ARPAUSDT', 'k': {'t': 1709114280000, 'T': 1709114339999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168299762, 'L': 168299788, 'o': '0.06983', 'c': '0.06989', 'h': '0.06989', 'l': '0.06982', 'v': '31936', 'n': 27, 'x': True, 'q': '2230.45613', 'V': '2782', 'Q': '194.29904', 'B': '0'}}
== 2024-02-28 17:59:31.591884 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709114371591, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-28 18:00:00.370836 writeLog== | k线完结,{'e': 'kline', 'E': 1709114400267, 's': 'ARPAUSDT', 'k': {'t': 1709114340000, 'T': 1709114399999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168299789, 'L': 168299812, 'o': '0.06990', 'c': '0.06989', 'h': '0.06991', 'l': '0.06989', 'v': '14922', 'n': 24, 'x': True, 'q': '1043.03164', 'V': '3824', 'Q': '267.33584', 'B': '0'}}
