== 2024-02-26 16:10:32.245536 == | ================启动Log================
== 2024-02-28 12:11:02.171032 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.71 
== 2024-02-28 12:12:02.345851 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.71 
== 2024-02-28 12:13:02.505836 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.71 
== 2024-02-28 12:14:02.669638 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.71 
== 2024-02-28 12:15:02.828457 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.71 
== 2024-02-28 12:16:03.997276 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.71 
== 2024-02-28 12:17:04.166002 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.71 
== 2024-02-28 12:18:04.295798 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.71 
== 2024-02-28 12:19:04.479230 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.71 
== 2024-02-28 12:20:04.615917 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.71 
== 2024-02-28 12:21:06.097776 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.70 
== 2024-02-28 12:22:06.260712 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:23:06.443713 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:24:06.617881 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:25:06.710709 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 12:25:07.849892 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:26:09.020255 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:27:09.194926 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:28:09.356714 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:29:09.464025 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:30:09.639142 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:31:10.807938 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:32:10.933528 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.70 
== 2024-02-28 12:33:11.131271 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.70 
== 2024-02-28 12:34:11.300823 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.70 
== 2024-02-28 12:35:11.473769 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.70 
== 2024-02-28 12:36:12.577579 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 12:36:13.731215 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.70 
== 2024-02-28 12:37:14.002155 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.70 
== 2024-02-28 12:38:14.130310 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:39:14.314998 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.70 
== 2024-02-28 12:40:14.478117 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 12:40:15.664245 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:41:16.887533 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.68 
== 2024-02-28 12:42:16.960223 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 12:42:18.131224 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:43:18.311452 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:44:18.458520 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.68 
== 2024-02-28 12:45:18.629145 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:46:19.801309 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:47:19.966645 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.68 
== 2024-02-28 12:48:20.092009 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.69 
== 2024-02-28 12:49:20.273047 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.68 
== 2024-02-28 12:50:20.451833 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 12:51:21.622390 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 12:52:21.736306 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 12:53:21.929576 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 12:54:22.153816 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 12:55:22.311054 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.59 
== 2024-02-28 12:56:23.414781 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 12:56:24.591461 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 12:57:24.742388 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 12:58:24.903067 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 12:59:25.059811 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:00:25.211262 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:01:26.378041 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:02:26.550331 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 13:03:26.695460 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:04:26.870776 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:05:27.047053 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:06:28.235320 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:07:28.450933 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:08:28.634711 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:09:28.815370 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:10:28.993825 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:11:30.153626 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:12:30.436563 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.59 
== 2024-02-28 13:13:30.603247 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.59 
== 2024-02-28 13:14:30.767730 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:15:30.882827 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:16:32.071524 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:17:32.265464 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:18:32.420453 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:19:32.629726 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:20:32.796335 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 13:20:33.972825 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:21:35.092895 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 13:21:36.323546 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:22:36.517325 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:23:36.727174 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:24:36.907528 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:25:37.045709 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:26:38.149628 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 13:26:39.306819 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:27:39.469019 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:28:39.633636 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:29:39.798266 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:30:39.997770 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:31:41.182104 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:32:41.383903 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:33:41.547066 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:34:41.709922 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:35:41.888079 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:36:43.105587 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:37:43.312773 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 13:38:43.465481 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:39:43.654340 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:40:43.789474 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:41:44.966680 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:42:45.212441 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 13:43:45.394390 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 13:44:45.592906 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 13:45:45.762780 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 13:46:47.014417 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.65 
== 2024-02-28 13:47:47.166388 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 13:48:47.370103 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 13:49:47.520454 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.65 
== 2024-02-28 13:50:47.706089 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 13:51:48.885477 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 13:52:49.307572 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 13:53:49.451846 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 13:54:49.639143 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 13:55:49.813088 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 13:56:50.914486 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 13:56:52.080626 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 13:57:52.311202 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 13:58:52.484179 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.65 
== 2024-02-28 13:59:52.655568 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 14:00:52.825372 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:01:53.969533 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 14:02:54.150194 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:03:54.370023 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 14:04:54.578715 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:05:54.772537 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 14:06:55.960480 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:07:56.208080 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:08:56.410133 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 14:09:56.582558 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:10:56.762547 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:11:57.870258 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 14:11:59.040567 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:12:59.246262 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:13:59.353333 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 14:14:00.523341 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:15:00.718500 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 14:16:00.924879 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 14:17:02.135976 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 14:18:04.258265 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 14:19:04.437455 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 14:20:04.719594 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:21:04.879006 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:22:06.062588 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:23:07.298670 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 14:23:09.632982 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:24:09.877191 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 14:25:10.048980 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:26:10.262247 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:27:11.444980 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:28:11.597665 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 14:28:12.764582 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:29:12.899324 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:30:13.085734 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:31:13.264060 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:32:14.433815 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 14:33:14.600642 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:34:14.728790 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 14:35:14.951885 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:36:15.115480 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:37:16.245151 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 14:37:17.409792 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:38:17.555898 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:39:17.685089 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:40:17.858446 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 14:41:18.031708 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:42:19.147390 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 14:42:20.334680 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:43:20.519673 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 14:44:20.749026 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:45:20.920314 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:46:21.100141 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:47:22.754696 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:48:22.933444 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:49:23.037145 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 14:49:24.223692 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 14:50:24.394401 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:51:24.580282 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:52:25.811060 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 14:53:26.044383 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 14:54:26.257537 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 14:55:26.415743 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 14:56:26.525381 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 14:56:27.719475 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 14:57:28.886793 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:58:29.099312 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 14:59:29.225862 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 14:59:30.416455 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 15:00:30.644030 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 15:01:32.132153 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 15:02:33.308887 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 15:03:33.517501 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 15:04:33.714688 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 15:04:34.898920 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.65 
== 2024-02-28 15:05:35.116098 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.65 
== 2024-02-28 15:06:35.292834 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 15:07:36.423618 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 15:07:37.608564 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 15:08:37.790087 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 15:09:37.970225 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 15:10:38.137630 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 15:11:38.298476 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 15:12:39.500441 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:13:39.706173 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:14:39.914981 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:15:40.148315 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 15:16:40.270176 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 15:16:41.444709 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 15:17:42.575328 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 15:17:43.731314 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:18:43.925969 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:19:44.040270 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 15:19:45.276211 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 15:20:45.487651 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:21:45.661574 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:22:46.863569 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 15:23:47.036341 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:24:47.216981 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:25:47.444277 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:26:47.588051 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 15:27:48.691649 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 15:27:49.844711 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:28:50.057607 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:29:50.293116 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:30:50.424095 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:31:50.798528 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 15:32:51.919938 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 15:33:52.113208 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 15:34:52.296107 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 15:35:52.990276 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 15:36:53.175900 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 15:37:54.382308 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.63 
== 2024-02-28 15:38:54.708430 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.64 
== 2024-02-28 15:39:54.941407 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:40:55.121972 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 15:41:57.511908 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.61 
== 2024-02-28 15:42:59.526563 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 15:43:59.707562 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 15:44:59.896115 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.59 
== 2024-02-28 15:46:00.538544 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.58 
== 2024-02-28 15:47:02.581029 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.58 
== 2024-02-28 15:47:23.526227 == | ================启动Log================
== 2024-02-28 15:47:24.029184 cancelAll== | 执行全撤!!开盘撤单
== 2024-02-28 15:47:26.031505 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.58 
== 2024-02-28 15:48:26.164481 cancelAll== | 执行全撤!!报错撤单
== 2024-02-28 15:48:27.333238 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.59 
== 2024-02-28 15:49:27.537051 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 15:50:27.662956 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.59 
== 2024-02-28 15:51:27.805840 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.58 
== 2024-02-28 15:52:28.920297 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.58 
== 2024-02-28 15:53:29.127988 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.58 
== 2024-02-28 15:54:29.260541 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.57 
== 2024-02-28 15:55:29.397825 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.57 
== 2024-02-28 15:56:29.562005 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.57 
== 2024-02-28 15:57:30.714228 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.58 
== 2024-02-28 15:58:30.893500 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.58 
== 2024-02-28 15:59:31.084587 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.57 
== 2024-02-28 16:00:31.229031 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.58 
== 2024-02-28 16:01:31.358196 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.57 
== 2024-02-28 16:02:32.483338 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.58 
== 2024-02-28 16:03:32.662083 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.57 
== 2024-02-28 16:04:32.869159 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.57 
== 2024-02-28 16:05:33.063286 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.56 
== 2024-02-28 16:06:33.195691 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.57 
== 2024-02-28 16:07:34.401145 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.58 
== 2024-02-28 16:08:34.554358 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.58 
== 2024-02-28 16:09:34.714797 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.59 
== 2024-02-28 16:10:34.886656 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.58 
== 2024-02-28 16:11:35.060420 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.59 
== 2024-02-28 16:12:36.283695 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.60 
== 2024-02-28 16:13:36.459581 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 16:14:36.678873 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 16:15:36.864407 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 16:16:37.011841 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 16:17:38.157576 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 16:18:38.324903 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
== 2024-02-28 16:19:38.526165 reviewPosRisk== | 仓位:0 名义资产:0.00 权益:299.62 
